user_id,item_id,rating,timestamp,gender,gender_binary,age,occupation
94,7,3,884571072.0,M,1,30.013717651367188,programmer
451,1195,1,879371840.0,M,1,26.679485321044922,executive
184,76,4,892885632.0,M,1,35.36503601074219,librarian
883,305,5,884096896.0,M,1,37.81829071044922,other
34,456,4,891699648.0,M,1,30.19569206237793,technician
868,165,2,880273920.0,M,1,30.37654685974121,programmer
221,14,3,875581056.0,M,1,27.044414520263672,scientist
316,564,5,892052096.0,M,1,53.34728240966797,retired
383,184,4,885923776.0,M,1,30.48447036743164,administrator
132,593,5,877466304.0,F,0,42.321678161621094,administrator
72,386,4,876842816.0,M,0,32.145103454589844,administrator
160,276,3,878099392.0,F,0,37.739112854003906,administrator
886,2,4,882855104.0,M,1,30.654333114624023,student
626,1062,2,878193280.0,M,1,29.273597717285156,programmer
43,866,4,881929984.0,F,0,23.211994171142578,student
72,989,5,876621696.0,F,0,38.02973937988281,administrator
347,416,4,877212608.0,M,1,19.495220184326172,student
91,544,4,879643712.0,M,1,26.829160690307617,entertainment
537,790,4,885216256.0,M,1,32.939476013183594,engineer
429,213,3,877431424.0,M,1,19.060997009277344,student
587,1088,3,892395200.0,M,1,30.898271560668945,librarian
472,410,5,879730816.0,F,0,23.999998092651367,student
753,41,4,886369216.0,M,1,18.568042755126953,student
80,794,3,877126848.0,M,1,31.464038848876953,other
300,488,4,887815680.0,M,1,44.08755874633789,retired
670,237,3,885254208.0,F,0,33.460391998291016,librarian
234,497,4,891505536.0,M,1,53.612701416015625,retired
547,676,4,884409920.0,F,0,40.36941146850586,writer
495,76,4,884448064.0,M,1,25.582670211791992,engineer
619,815,4,880944128.0,F,0,26.999998092651367,student
12,305,5,885414400.0,M,1,38.122520446777344,marketing
280,192,4,883058880.0,M,1,21.540111541748047,student
662,1238,2,890375232.0,M,1,33.891151428222656,retired
478,582,4,883389824.0,M,1,29.565759658813477,writer
492,276,4,880649216.0,M,1,33.872703552246094,writer
46,287,4,887618752.0,M,1,40.59405517578125,marketing
756,585,5,878939392.0,M,1,23.19647216796875,student
684,164,3,892998592.0,M,1,49.0,librarian
46,274,4,886790208.0,M,1,37.74327850341797,educator
522,493,4,882607872.0,M,1,30.1220760345459,educator
145,388,2,883128192.0,M,1,28.214391708374023,entertainment
435,243,5,879343232.0,F,0,34.41164779663086,educator
392,1607,1,886701824.0,F,0,43.0,healthcare
329,407,5,884782784.0,M,1,41.482906341552734,administrator
423,517,4,883011392.0,M,1,25.66073989868164,marketing
87,76,5,886987904.0,M,1,40.135955810546875,administrator
614,211,3,889545344.0,M,1,50.0,educator
456,122,5,880742400.0,M,1,31.0,technician
756,1475,4,876690752.0,M,1,19.746042251586914,student
597,775,5,890535296.0,M,1,26.28489112854004,programmer
614,1105,4,883967488.0,M,1,41.06428146362305,educator
670,1068,3,892510848.0,F,0,42.0,librarian
886,458,4,878200960.0,M,1,31.110794067382812,student
472,200,4,881497472.0,M,1,30.679401397705078,student
499,750,1,891039104.0,M,1,27.1722354888916,writer
459,601,3,881377024.0,M,1,21.883146286010742,student
304,388,3,879585408.0,M,1,28.927186965942383,technician
551,467,4,890881536.0,M,1,24.613462448120117,programmer
813,162,4,877086784.0,M,1,30.539079666137695,other
378,962,4,877000832.0,F,0,37.46677017211914,writer
12,464,5,880293952.0,M,1,41.585567474365234,educator
132,591,5,879534016.0,F,0,42.22572326660156,administrator
922,130,4,879519296.0,M,1,31.19974708557129,scientist
296,240,4,885349504.0,M,1,31.89537811279297,student
880,545,4,876157248.0,M,1,22.287097930908203,student
727,124,4,875794368.0,M,1,20.557497024536133,student
12,1076,4,882008768.0,M,1,50.0,educator
52,1037,4,879472576.0,M,1,29.926856994628906,student
296,572,2,875861376.0,M,1,28.955345153808594,student
429,601,3,879988736.0,M,1,23.999998092651367,student
756,450,2,878701760.0,M,1,18.0,student
254,628,3,883896960.0,F,0,20.665393829345703,homemaker
537,882,4,881813824.0,M,1,32.84113311767578,engineer
388,312,2,880990912.0,M,1,24.66347885131836,entertainment
166,465,4,892734208.0,M,1,41.6640739440918,librarian
899,1068,4,880930112.0,M,1,28.010873794555664,other
160,1346,2,878104384.0,F,0,38.73072814941406,administrator
537,107,4,880540224.0,M,1,29.744033813476562,engineer
18,613,5,883525888.0,M,1,33.12135314941406,other
108,172,4,879780864.0,F,0,33.813899993896484,marketing
118,11,5,879196288.0,M,1,28.247392654418945,engineer
178,70,4,891722944.0,M,1,28.923397064208984,other
777,209,3,892039552.0,M,1,22.92776870727539,healthcare
585,313,5,892869824.0,F,0,39.0,librarian
619,660,3,880856448.0,M,1,20.564233779907227,student
108,434,4,876906176.0,F,0,31.05664825439453,other
429,958,3,875955264.0,M,1,19.359416961669922,student
495,138,2,882517888.0,M,1,29.980276107788086,student
182,802,1,880777600.0,M,1,27.999998092651367,executive
495,105,4,878107136.0,M,1,24.20375633239746,engineer
689,121,4,883550272.0,F,0,35.671043395996094,administrator
259,577,4,875550528.0,M,1,19.831594467163086,student
388,175,1,881208320.0,M,1,25.04864501953125,entertainment
740,137,2,886565440.0,M,1,27.831575393676758,writer
622,312,3,887682176.0,F,0,31.0,healthcare
199,122,4,886866752.0,M,1,32.81915283203125,programmer
91,601,2,881237696.0,M,1,25.169187545776367,entertainment
208,443,3,881100096.0,M,1,30.68488883972168,writer
160,188,3,877793024.0,F,0,24.999998092651367,administrator
248,535,3,881749376.0,M,1,30.418739318847656,student
930,164,4,887488768.0,M,1,40.901123046875,educator
304,632,5,880493632.0,M,1,30.240690231323242,technician
435,235,5,879972096.0,F,0,36.02643585205078,educator
127,4,3,879538944.0,M,1,25.25383758544922,doctor
803,315,5,881823744.0,M,1,30.61594581604004,educator
46,8,5,879965760.0,M,1,29.952985763549805,educator
296,1035,5,875270720.0,M,1,22.260364532470703,student
846,690,4,890218816.0,M,1,29.161794662475586,lawyer
467,391,4,884515520.0,M,1,39.0,engineer
467,369,4,878963200.0,M,1,43.0,engineer
375,1035,4,880207744.0,M,1,31.94698715209961,engineer
626,723,3,880492032.0,M,1,33.118858337402344,engineer
402,514,4,880801856.0,F,0,31.699548721313477,other
756,1,4,882109248.0,M,1,33.0,student
402,286,1,883490624.0,F,0,34.56524658203125,other
12,213,5,880023360.0,M,1,31.0,educator
772,325,5,882670592.0,M,0,22.692171096801758,artist
347,248,3,882810240.0,M,1,25.885265350341797,student
278,282,4,882337088.0,M,1,29.336334228515625,marketing
296,194,4,877660288.0,M,1,20.708023071289062,student
435,172,5,886311104.0,M,1,42.0,student
335,258,2,888769088.0,M,1,31.969974517822266,salesman
838,1048,5,879294080.0,F,0,21.0,artist
480,477,3,892293568.0,M,1,42.06275939941406,retired
429,535,3,881177600.0,M,1,31.320165634155273,student
492,1298,4,875717312.0,M,1,33.93806457519531,writer
280,522,3,891846848.0,F,0,40.642578125,librarian
273,780,3,879965696.0,M,1,26.76241111755371,programmer
890,388,3,880178432.0,M,1,25.297203063964844,technician
451,506,4,878762816.0,M,1,35.06481170654297,administrator
