user_id,item_id,rating,timestamp,gender,gender_binary,age,occupation
513,520,5,892836160,F,1,70,educator
435,122,4,874724864,M,1,18,programmer
619,3,4,879375040,M,1,7,other
813,1233,4,875239232,M,1,7,librarian
297,1136,4,879447040,M,1,70,executive
281,895,5,881266496,M,1,24,educator
813,1100,3,893279936,M,1,47,student
779,787,2,883118656,F,1,7,other
176,124,2,891033728,F,1,29,educator
844,26,4,890703296,M,1,21,student
46,1042,2,889725760,F,1,33,doctor
1,1189,3,879197184,M,1,7,student
292,174,5,891499072,M,1,41,programmer
748,762,3,874724864,M,1,7,educator
80,984,4,885062208,M,1,8,writer
267,634,4,893279936,M,1,26,librarian
221,1415,3,887159808,M,1,70,technician
435,130,2,893279936,F,1,70,educator
753,767,3,874724864,M,1,7,student
753,1467,2,887044864,F,0,27,artist
472,888,5,891923520,M,1,70,artist
5,608,4,893279936,M,1,53,writer
753,49,4,891200640,F,1,7,artist
472,216,4,883531712,M,1,7,student
664,791,4,893279936,M,1,7,healthcare
817,656,4,893279936,M,1,7,other
456,800,5,892785216,M,1,39,educator
522,69,4,882827584,M,1,44,technician
522,895,4,892031488,M,1,25,student
467,774,2,875384064,M,1,40,educator
844,656,5,891013952,M,1,48,entertainment
166,528,3,889688960,M,1,46,other
312,174,2,879518528,M,0,42,healthcare
664,101,4,893279936,M,1,70,librarian
522,1456,4,893279936,M,1,7,programmer
208,174,2,888069440,F,0,22,student
273,836,2,874724864,F,0,7,programmer
435,1008,4,891377664,M,1,7,administrator
340,634,5,874857792,M,1,30,entertainment
540,1161,3,888466304,M,1,70,engineer
312,1033,2,874950592,F,0,30,other
65,228,2,880140608,F,1,23,educator
753,494,2,874724864,F,1,28,student
281,308,3,893279936,M,1,70,educator
865,1166,2,874724864,F,0,44,other
281,101,3,893279936,M,1,7,marketing
748,282,4,879543808,M,1,48,doctor
435,304,3,893279936,M,1,31,programmer
803,888,4,880395008,M,0,29,writer
178,608,3,881542144,M,1,32,doctor
813,151,3,884326848,M,1,70,programmer
178,1429,4,891178432,M,1,70,executive
281,787,3,893279936,M,1,70,other
844,608,3,880165312,M,1,23,doctor
46,538,3,875340800,M,1,33,student
326,791,4,883364416,F,1,35,programmer
43,895,3,888698112,M,1,70,educator
846,281,5,884389952,M,1,59,executive
472,895,4,885152064,M,1,29,programmer
897,204,2,891383552,F,1,45,librarian
779,249,2,883218176,F,0,18,student
292,728,3,875653568,M,1,70,writer
267,101,4,882387648,M,1,7,student
312,608,5,891193408,M,1,36,student
880,1136,5,879375168,M,1,30,writer
906,1233,3,893279936,M,1,27,artist
370,591,4,874724864,M,1,34,administrator
472,1161,3,880165632,M,1,70,programmer
522,1033,5,893279936,M,1,27,student
844,101,3,874724864,M,1,46,educator
467,1518,3,875967424,M,1,70,engineer
340,691,5,882076480,M,1,7,artist
221,590,5,874724864,F,1,29,technician
281,1050,4,874724864,F,1,7,student
844,506,4,874724864,M,1,7,student
80,1456,1,874830528,F,0,20,artist
65,1042,3,893279936,M,1,24,entertainment
87,1100,4,893279936,M,1,7,educator
435,281,4,893279936,M,1,70,programmer
115,590,4,892777984,M,1,70,doctor
312,1136,2,874724864,M,1,28,educator
897,132,3,893279936,M,1,20,lawyer
897,101,4,880161536,M,1,7,student
844,1166,3,888533760,M,1,20,educator
748,608,4,874724864,M,1,35,entertainment
87,1386,5,891546368,M,1,29,programmer
472,475,2,875731776,F,0,35,artist
368,1233,5,874724864,M,1,70,administrator
326,1607,3,874724864,M,1,18,student
176,1233,3,874724864,M,1,23,other
619,1594,4,884732864,M,1,52,writer
296,774,3,878739072,M,1,36,student
137,820,5,875244864,M,1,27,programmer
495,1130,3,893279936,M,1,70,other
208,151,4,893279936,M,1,70,librarian
748,254,4,890418432,M,1,70,doctor
340,1456,3,893279936,M,1,7,other
753,1456,2,879442368,F,0,70,healthcare
844,22,2,878348800,F,0,7,writer
753,786,2,893279936,F,0,70,educator
813,350,4,874724864,M,1,70,other
779,877,4,882179520,M,1,30,administrator
522,1042,3,877885376,M,1,7,educator
